laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
488,phongvu,apple,macbook pro 16 inch m2 pro 2023 (16gb/512gb ssd),apple m2 pro 12 core,,16.0,,512.0,ssd,yes,16.2,3456x2234,,,100.0,,2.1,macos,12.0,52890000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,apple m2 pro 12 core,3.50,,12,12,,,,,,26620,4109,,,,,,,,58078,73904,359,41204,15778,337935,3623,13702,4109,,,,,,,,,,,,,
489,phongvu,apple,macbook air m1 2020 13 inch (8gb/512gb ssd),apple m1 8 core,,8.0,,512.0,ssd,yes,13.3,2560x1600,,,53.0,,1.3,macos,12.0,29190000,30.41,21.24,1.61,0.0,2.0,0.0,0.0,0.0,apple m1 8 core,3.20,,4,4,2.10,,4.0,4.0,15.10,14154,3687,,,,,,,,33459,35683,142,21191,8604,169286,1373,6792,3687,,,,,,,,,,,,,
490,phongvu,apple,macbook pro 14 inch m3 2023 (36gb/512gb ssd),apple m3 pro 11 core,,36.0,,512.0,ssd,yes,14.0,3024x1964,,,,,1.5,macos,12.0,59390000,31.26,22.12,1.55,0.0,2.0,0.0,0.0,0.0,apple m3 pro 11 core,4.00,,5,5,,,6.0,6.0,27.00,24759,4751,,,,,,,,54849,61889,281,36337,15176,299018,2302,13915,4751,,,,,,,,,,,,,
491,phongvu,apple,máy tính xách tay macbook pro 14 m3 max 14c cpu/ 30c gpu/ 36gb/ ram 2tb ssd (space black) z1aw,apple m3 max 14 core,,36.0,,2048.0,ssd,yes,14.0,3024x1964,,,,,1.6,macos,12.0,93990000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,apple m3 max 14 core,4.00,,10,10,,,4.0,4.0,78.00,36559,4774,,,,,,,,78626,111437,518,53210,21365,461605,4276,21631,4774,,,,,,,,,,,,,
492,phongvu,apple,apple macbook pro m3 max 16 (128gb/8tb ssd),apple m3 max 16 core,,128.0,,8192.0,ssd,yes,16.0,3456x2234,,,,,2.2,macos,12.0,182390000,35.57,24.81,2.2,0.0,3.0,0.0,0.0,0.0,apple m3 max 16 core,4.00,,12,12,,,4.0,4.0,78.00,41013,4785,,,,,,,,91393,131765,575,61778,24822,531567,4275,23436,4785,,,,,,,,,,,,,
493,phongvu,apple,macbook pro 14 inch m3 2023 (16gb/1tb ssd),apple m3 8 core,,16.0,,1024.0,ssd,yes,14.2,3024x1964,,,,,1.5,macos,12.0,48890000,31.26,22.12,1.55,0.0,2.0,0.0,0.0,0.0,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
494,phongvu,apple,macbook air m2 2022 13 inch (24gb/512gb ssd/70w),apple m2 8 core,,24.0,,512.0,ssd,yes,13.6,2560x1664,,,70.0,,1.24,macos,12.0,41790000,30.41,21.5,1.24,0.0,2.0,0.0,0.0,0.0,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
495,phongvu,apple,macbook air m3 2024 15 inch (8gb/512gb ssd),apple m3 8 core,,8.0,,512.0,ssd,yes,15.3,2880x1864,,,,,1.5,macos,12.0,36190000,34.04,23.76,1.5,0.0,2.0,0.0,0.0,0.0,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
496,phongvu,apple,macbook air m3 2024 13 inch (8gb/512gb ssd),apple m3 8 core,,8.0,,512.0,ssd,yes,13.6,2560x1664,,,,,1.24,macos,12.0,31390000,30.41,21.5,1.24,0.0,2.0,0.0,0.0,0.0,apple m3 8 core,4.00,,4,4,,,4.0,4.0,20.00,19219,4752,,,,,,,,42024,48660,236,27669,11548,229079,1878,10038,4752,,,,,,,,,,,,,
497,phongvu,apple,macbook air m2 2022 13 inch (16gb/512gb ssd/8c cpu/8c gpu),apple m2 8 core,,16.0,,512.0,ssd,yes,13.6,2560x1664,,,53.0,,1.2,macos,12.0,33490000,30.41,21.5,1.2,0.0,2.0,0.0,0.0,0.0,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15575,3903,,,,,,,,37028,37879,175,23891,9549,187336,1683,7345,3903,,,,,,,,,,,,,
498,phongvu,apple,macbook pro 16 inch m2 max 2023 (64gb/1tb ssd),apple m2 max 12 core,,64.0,,1024.0,ssd,yes,16.2,3456x2234,,,100.0,,2.1,macos,12.0,100190000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,apple m2 max 12 core,3.70,,12,12,,,,,,26658,4143,,,,,,,,57967,73736,361,41246,15753,337058,3828,13756,4143,,,,,,,,,,,,,
499,phongvu,apple,macbook pro 14 inch m2 pro 2023 (32gb/512gb ssd/10c cpu/16c gpu),apple m2 pro 10 core,,32.0,,512.0,ssd,yes,14.2,3024x1964,,,70.0,,1.6,macos,12.0,62590000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,apple m2 pro 10 core,3.50,,10,10,,,,,,21755,4100,,,,,,,,46762,56504,282,32838,12694,265888,3039,11396,4100,,,,,,,,,,,,,
500,phongvu,apple,macbook pro 14 inch m2 pro 2023 (16gb/1tb ssd),apple m2 pro 12 core,,16.0,,1024.0,ssd,yes,14.2,3024x1964,,,70.0,,1.6,macos,12.0,65090000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,apple m2 pro 12 core,3.50,,12,12,,,,,,26620,4109,,,,,,,,58078,73904,359,41204,15778,337935,3623,13702,4109,,,,,,,,,,,,,
501,phongvu,apple,macbook pro 14 inch m2 max 2023 (32gb/1tb ssd/12c cpu/30c gpu),apple m2 max 12 core,,32.0,,1024.0,ssd,yes,14.2,3024x1964,,,70.0,,1.6,macos,12.0,60890000,31.26,22.12,1.6,0.0,3.0,0.0,0.0,0.0,apple m2 max 12 core,3.70,,12,12,,,,,,26658,4143,,,,,,,,57967,73736,361,41246,15753,337058,3828,13756,4143,,,,,,,,,,,,,
502,phongvu,apple,macbook pro 16 inch m2 max 2023 (32gb/1tb ssd),apple m2 max 12 core,,32.0,,1024.0,ssd,yes,16.2,3456x2234,,,100.0,,2.1,macos,12.0,91390000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,apple m2 max 12 core,3.70,,12,12,,,,,,26658,4143,,,,,,,,57967,73736,361,41246,15753,337058,3828,13756,4143,,,,,,,,,,,,,
503,phongvu,apple,macbook pro 16 inch m2 pro 2023 (16gb/1tb ssd),apple m2 pro 12 core,,16.0,,1024.0,ssd,yes,16.2,3456x2234,,,100.0,,2.1,macos,12.0,70390000,35.57,24.81,2.1,0.0,3.0,0.0,0.0,0.0,apple m2 pro 12 core,3.50,,12,12,,,,,,26620,4109,,,,,,,,58078,73904,359,41204,15778,337935,3623,13702,4109,,,,,,,,,,,,,
504,phongvu,dell,laptop dell inspiron 15 3530 n3530-i3u165w11slu (i3-1305u/ram 16gb/onboard/512gb ssd/ windows 11 + office),intel core i3 1305u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.6,windows 11 home,12.0,13890000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i3 1305u,1.60,4.50,1,2,1.20,3.30,4.0,4.0,15.00,8789,3255,1 x 32 kb,1 x 48 kb,1 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,27895,19958,35,10592,6018,95292,512,5305,3255,,,,,,,,,,,,,
505,phongvu,lenovo,laptop lenovo ideapad 1 14alc7 - 82r30099vn (ryzen 5 5625u/ ram 16gb/ onboard/ 512gb ssd/ windows 11),amd ryzen 5 5625u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,250.0,42.0,,1.4,windows 11 home,24.0,11990000,32.53,21.65,1.79,0.0,1.0,1.0,0.0,0.0,amd ryzen 5 5625u,2.30,4.30,6,12,,,,,15.00,14910,2881,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,56114,30091,46,18567,11331,177970,655,11751,2881,,,,,,,,,,,,,
506,phongvu,lenovo,laptop lenovo ideapad slim 5 15iru9 - 83d00003vn (core 5 120u) (xám),intel core 5 120u,,32.0,ddr5,512.0,ssd,yes,15.3,1920x1200,,300.0,57.0,,1.8,windows 11 home,24.0,20990000,34.35,23.82,1.74,0.0,2.0,1.0,0.0,0.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
507,phongvu,lenovo,laptop lenovo ideapad slim 5 15iru9 - 83d0000evn (core 5 120u) (xám),intel core 5 120u,,16.0,ddr5,512.0,ssd,yes,15.3,1920x1200,,300.0,57.0,,1.8,windows 11 home,24.0,19990000,34.35,23.82,1.74,0.0,2.0,1.0,0.0,0.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
508,phongvu,lenovo,laptop lenovo thinkpad t14s gen 5 - 21ls005yvn (ultra 7-155u/ ram 32gb/ onboard graphics/ 1tb ssd/ windows 11),intel core ultra 7 155u,,32.0,ddr5,1024.0,ssd,yes,14.0,1920x1200,,400.0,58.0,,1.2,windows 11 pro,36.0,43290000,31.36,21.94,1.69,0.0,2.0,1.0,0.0,0.0,intel core ultra 7 155u,1.70,4.80,2,4,1.20,3.80,10.0,10.0,15.00,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
509,phongvu,lenovo,laptop lenovo thinkpad x13 gen 5 - 21lu004svn (ultra 5-125u/ ram 32gb/ onboard graphics/ 1tb ssd/ windows 11),intel core ultra 5 125u,,32.0,ddr5,1024.0,ssd,yes,13.3,1920x1200,,300.0,54.0,,1.1,windows 11 pro,36.0,38690000,30.17,21.48,1.59,0.0,2.0,1.0,0.0,0.0,intel core ultra 5 125u,1.30,4.30,2,4,0.80,3.60,10.0,10.0,15.00,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
510,phongvu,lenovo,laptop lenovo thinkpad x1 carbon gen 12 - 21kc009nvn (intel® core™ ultra 5-125h/ ram 32gb/ onboard graphics/ 1tb ssd/ windows 11),intel core ultra 5 125h,,32.0,ddr5,1024.0,ssd,yes,14.0,1920x1200,,400.0,57.0,,1.1,windows 11 pro,36.0,51390000,31.28,21.48,1.5,0.0,2.0,1.0,0.0,0.0,intel core ultra 5 125h,3.30,4.50,4,8,2.30,3.60,10.0,10.0,28.00,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
511,phongvu,lenovo,laptop lenovo thinkbook 14 gen 7 iml - 21mr0072vn (ultra 7-155u/ ram 16gb/ onboard graphics/ 512gb ssd/ windows 11),intel core ultra 7 155u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,300.0,45.0,,1.4,windows 11 home,24.0,27290000,31.35,22.4,1.69,0.0,1.0,1.0,0.0,0.0,intel core ultra 7 155u,1.70,4.80,2,4,1.20,3.80,10.0,10.0,15.00,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
512,phongvu,acer,laptop acer swift lite 14 ai sfl14-51m-78xz (ultra 7-155u/ ram 16gb/ onboard/ 512gb ssd/ windows 11),intel core ultra 7 155u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,300.0,58.0,3.0,1.27,windows 11 home,12.0,22990000,31.44,22.19,1.75,0.0,1.0,1.0,0.0,0.0,intel core ultra 7 155u,1.70,4.80,2,4,1.20,3.80,10.0,10.0,15.00,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
513,phongvu,dell,laptop dell inspiron 15 3530 - p16wd2 (i5-1334u/ ram 16gb/ onboard/ 512gb ssd/ windows 11 + office),intel core i5 1334u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.6,windows 11 home,12.0,19190000,35.85,23.56,1.9,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
514,phongvu,acer,laptop acer aspire lite al14-52m-54cj (i5-1334u/ ram 16gb/ onboard/ 512gb ssd/ windows 11),intel core i5 1334u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,300.0,58.0,3.0,1.5,windows 11 home,12.0,15790000,31.33,21.8,1.69,0.0,1.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
515,phongvu,msi,laptop msi modern 14 f13mg-027vn (i5-1335u/ ram 16gb/ onboard graphics/ 512gb ssd/ win 11),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,,,46.0,3.0,1.5,windows 11 home,24.0,16190000,32.39,21.72,1.99,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
516,phongvu,msi,laptop msi modern 15 f13mg-082vn (i5-1335u/ ram 16gb/ 512gb ssd/ windows 11),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,,,45.0,3.0,1.7,windows 11 home,24.0,16990000,35.89,23.59,1.99,0.0,1.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14730,3414,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,53033,36302,52,18312,10329,164232,861,9177,3414,,,,,,,,,,,,,
517,phongvu,asus,laptop asus vivobook s 14 oled s5406ma-pp198ws (ultra 7-155h/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 7 155h,,16.0,ddr4,512.0,ssd,yes,14.0,2880x1800,120.0,600.0,75.0,4.0,1.3,windows 11 home,24.0,28390000,31.05,22.19,1.59,0.0,2.0,1.0,0.0,0.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
518,phongvu,msi,laptop msi thin 15 b12uc-1416vn (i5-12450h/ ram 8gb/ geforce rtx™ 3050/ 512gb ssd/ windows 11),intel core i5 12450h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,52.0,3.0,1.8,windows 11 home,24.0,18990000,35.9,25.4,2.17,0.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16999,3379,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56563,42183,47,21668,11418,205799,920,12638,3379,geforce rtx 3050,9458.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
519,phongvu,msi,laptop msi thin a15 b7uc-026vn (ryzen 5 7535hs/ ram 8gb/ geforce rtx™ 3050/ 512gb ssd/ windows 11),amd ryzen 5 7535hs,geforce rtx 3050,8.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,,52.0,3.0,1.8,windows 11 home,24.0,19990000,35.9,25.4,2.17,0.0,1.0,1.0,0.0,0.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18408,3170,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63980,36382,50,23123,14141,229245,870,15997,3170,geforce rtx 3050,9458.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
520,phongvu,asus,laptop asus vivobook s 14 oled s5406ma-pp046ws (ultra 5-125h/ram 16gb/onboard/512gb ssd/ windows 11 + office),intel core ultra 5 125h,,16.0,ddr5,512.0,ssd,yes,14.0,2880x1800,120.0,600.0,75.0,4.0,1.3,windows 11 home,24.0,17990000,31.05,22.19,1.59,0.0,2.0,1.0,0.0,0.0,intel core ultra 5 125h,3.30,4.50,4,8,2.30,3.60,10.0,10.0,28.00,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
521,phongvu,hp,laptop hp victus 16-s0173ax - a9lg9pa (ryzen 5 7640hs/ ram 16gb/ geforce rtx™ 3050/ 512gb ssd/ windows 11),amd ryzen 5 7640hs,geforce rtx 3050,8.0,ddr5,512.0,ssd,yes,16.1,1920x1080,144.0,250.0,70.0,4.0,2.3,windows 11 home,12.0,26590000,36.9,25.94,2.29,0.0,1.0,1.0,0.0,0.0,amd ryzen 5 7640hs,4.30,5.00,6,12,,,,,54.00,23006,3632,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,73805,45544,78,30126,15925,272254,1175,20780,3632,geforce rtx 3050,9458.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
522,phongvu,dell,laptop dell inspiron 15 3520 n3520-i5u165w11blu-fp (i5-1235u/ram 16gb/onboard/512gb ssd/ windows 11 + office),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,1.9,windows 11 home,12.0,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
523,phongvu,acer,laptop gaming acer nitro v 16 propanel anv16-41-r6na (ryzen 7 8845hs/ram 16gb/geforce rtx 4060/512gb ssd/ windows 11),amd ryzen 7 8845hs,geforce rtx 4060,8.0,ddr5,512.0,ssd,yes,16.0,1920x1200,165.0,300.0,57.0,3.0,2.5,windows 11 home,12.0,33390000,36.18,27.84,2.55,0.0,1.0,1.0,0.0,0.0,amd ryzen 7 8845hs,3.80,5.10,8,16,,,,,45.00,28820,3770,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99823,60655,87,40633,20762,351350,1350,26137,3770,geforce rtx 4060,17662.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6828.0
524,phongvu,asus,laptop asus tuf gaming a15 fa506nfr-hn075w (ryzen 7 7435hs/ ram 16gb/ geforce rtx™ 2050/ 512gb ssd/ windows 11),amd ryzen 7 7435hs,geforce rtx 2050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,48.0,3.0,2.3,windows 11 home,,18490000,35.9,25.6,2.45,0.0,1.0,1.0,0.0,0.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 2050,7671.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,41.0,3467.0
525,phongvu,lg,laptop lg gram 14t90s-g.ah55a5 (ultra 5-125h/ram 16gb/onboard/512gb ssd/ windows 11),intel core ultra 5 125h,,8.0,ddr5,512.0,ssd,yes,14.0,1920x1200,,350.0,72.0,,1.2,windows 11 home,12.0,42990000,31.4,21.95,1.68,0.0,1.0,1.0,0.0,0.0,intel core ultra 5 125h,3.30,4.50,4,8,2.30,3.60,10.0,10.0,28.00,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
526,phongvu,msi,laptop msi sword 16 hx b14vfkg-460vn (i7-14650hx/ ram 16gb/ geforce rtx™ 4060/ 1tb ssd/ windows 11),intel core i7 14650hx,geforce rtx 4060,8.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,,,65.0,4.0,2.3,windows 11 home,24.0,39990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,intel core i7 14650hx,2.20,5.20,8,16,1.60,3.70,8.0,8.0,157.00,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4060,17662.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6828.0
527,phongvu,msi,laptop msi pulse 17 ai c1vgkg-017vn (ultra 7-155h/ ram 32gb/ geforce rtx™ 4070/ 1tb ssd/ windows 11),intel core ultra 7 155h,geforce rtx 4070,16.0,ddr5,1024.0,ssd,yes,17.0,2560x1600,,,90.0,4.0,2.8,windows 11 home,24.0,51990000,38.32,27.99,2.97,0.0,1.0,1.0,0.0,0.0,intel core ultra 7 155h,3.80,4.90,6,12,0.90,3.80,10.0,10.0,28.00,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,geforce rtx 4070,19567.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,178.0,85.0,8362.0
528,phongvu,msi,laptop msi katana 15 b13vgk-2065vn (i7-13620h/ ram 16gb/ geforce rtx™ 4070/ 1tb ssd/ windows 11),intel core i7 13620h,geforce rtx 4070,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,,54.0,3.0,2.3,windows 11 home,24.0,38990000,35.9,25.9,2.49,0.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24850,3689,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84451,62278,100,29800,16091,290251,1678,18001,3689,geforce rtx 4070,19567.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,178.0,85.0,8362.0
529,phongvu,msi,laptop msi sword 16 hx b14vgkg-466vn (i7-14650hx/ ram 16gb/ geforce rtx™ 4070/ 1tb ssd/ windows 11),intel core i7 14650hx,geforce rtx 4070,16.0,ddr5,1024.0,ssd,yes,16.0,2560x1600,240.0,,65.0,4.0,2.3,windows 11 home,24.0,41990000,35.9,26.64,2.77,0.0,1.0,1.0,0.0,0.0,intel core i7 14650hx,2.20,5.20,8,16,1.60,3.70,8.0,8.0,157.00,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4070,19567.0,pcie 4.0 x16,8192.0,1230.0,12_2,4.6,115.0,222.0,118.0,178.0,85.0,8362.0
530,phongvu,msi,laptop msi raider ge68 hx 14vhg-646vn (i9-14900hx/ ram 32gb/ geforce rtx™ 4080/ 2tb ssd/ windows 11),intel core i9 14900hx,geforce rtx 4080,32.0,ddr5,2048.0,ssd,yes,16.0,3840x2400,120.0,,99.0,4.0,2.7,windows 11 home,36.0,89990000,35.7,28.4,2.79,0.0,2.0,1.0,0.0,0.0,intel core i9 14900hx,2.20,5.80,8,16,1.60,4.10,16.0,16.0,55.00,45650,4300,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163612,116486,201,62740,34092,564409,2769,32655,4300,geforce rtx 4080,25099.0,pcie 4.0 x16,12288.0,1860.0,12_2,4.6,150.0,286.0,161.0,248.0,96.0,11446.0
